Feature,Coefficient,Absolute_Coefficient
Date_2014-02-13,4.079880191217406e-08,4.079880191217406e-08
Date_2020-11-05,-4.075729843859721e-08,4.075729843859721e-08
Date_2013-12-26,4.075384966902227e-08,4.075384966902227e-08
Date_2020-10-07,4.07314015251737e-08,4.07314015251737e-08
Date_2010-08-19,-4.069371794890881e-08,4.069371794890881e-08
Date_2011-05-18,4.067585572923216e-08,4.067585572923216e-08
Date_2015-06-24,4.06513480761831e-08,4.06513480761831e-08
Date_2010-08-01,-4.064845394558681e-08,4.064845394558681e-08
Date_2021-12-21,-4.0607216455542945e-08,4.0607216455542945e-08
Date_2015-10-12,-4.059929911791644e-08,4.059929911791644e-08
Date_2022-12-22,-4.055333807554062e-08,4.055333807554062e-08
Date_2012-01-15,-4.0543485620287866e-08,4.0543485620287866e-08
Date_2021-04-26,-4.0523372653192036e-08,4.0523372653192036e-08
Date_2022-11-06,4.05183079078291e-08,4.05183079078291e-08
Date_2010-10-24,4.047112576944265e-08,4.047112576944265e-08
Date_2021-06-23,-4.039985278366744e-08,4.039985278366744e-08
Date_2016-10-03,-4.038551767696842e-08,4.038551767696842e-08
Date_2015-03-20,-4.034252343890042e-08,4.034252343890042e-08
Date_2022-09-11,-4.0333819084816335e-08,4.0333819084816335e-08
Date_2019-05-22,4.02493850247705e-08,4.02493850247705e-08
Date_2010-11-30,4.020663191663402e-08,4.020663191663402e-08
Date_2014-02-20,-4.019970412994737e-08,4.019970412994737e-08
Date_2014-07-18,4.019738893377748e-08,4.019738893377748e-08
Date_2010-12-02,4.017818756327929e-08,4.017818756327929e-08
Date_2010-11-17,-4.0158236966423377e-08,4.0158236966423377e-08
Date_2014-04-13,-4.01224429325605e-08,4.01224429325605e-08
Date_2018-12-21,4.008622020394224e-08,4.008622020394224e-08
Date_2016-01-15,-4.008611981418969e-08,4.008611981418969e-08
Date_2021-06-08,-4.0038843057315846e-08,4.0038843057315846e-08
Date_2017-08-25,-4.0006610205247105e-08,4.0006610205247105e-08
Date_2019-01-01,-3.995924744479092e-08,3.995924744479092e-08
Date_2015-12-17,3.995036448811769e-08,3.995036448811769e-08
Date_2016-03-25,3.987478811534017e-08,3.987478811534017e-08
Date_2017-02-10,3.976918300916551e-08,3.976918300916551e-08
Date_2017-01-03,-3.9745734630095956e-08,3.9745734630095956e-08
Date_2010-10-17,3.9744579453239215e-08,3.9744579453239215e-08
Date_2016-01-14,-3.970430552377141e-08,3.970430552377141e-08
Date_2013-08-09,-3.966994001001012e-08,3.966994001001012e-08
Date_2014-12-11,-3.9649470686604686e-08,3.9649470686604686e-08
Date_2020-02-14,-3.964795913669106e-08,3.964795913669106e-08
Date_2021-10-22,3.9645220853034744e-08,3.9645220853034744e-08
Date_2019-02-11,-3.9629554805989914e-08,3.9629554805989914e-08
Date_2019-02-26,-3.9612764319738456e-08,3.9612764319738456e-08
Date_2021-10-03,-3.9609895986282786e-08,3.9609895986282786e-08
Date_2014-11-05,-3.9493654326471345e-08,3.9493654326471345e-08
Date_2021-04-04,3.9493550762425875e-08,3.9493550762425875e-08
Date_2018-09-17,3.948112646200862e-08,3.948112646200862e-08
Date_2022-04-17,-3.944211595673849e-08,3.944211595673849e-08
Date_2011-10-26,-3.942730667693309e-08,3.942730667693309e-08
Date_2019-10-25,3.942063705705476e-08,3.942063705705476e-08
Date_2013-10-29,-3.937486350361302e-08,3.937486350361302e-08
Date_2022-06-08,-3.936668725353746e-08,3.936668725353746e-08
Date_2019-01-02,3.931534536892999e-08,3.931534536892999e-08
Date_2011-05-14,3.922835216866723e-08,3.922835216866723e-08
Date_2014-01-11,3.920432080333203e-08,3.920432080333203e-08
Date_2016-08-01,-3.919480269368042e-08,3.919480269368042e-08
Date_2010-11-02,-3.919371795575546e-08,3.919371795575546e-08
Date_2012-07-16,-3.915437931965673e-08,3.915437931965673e-08
Date_2020-07-03,-3.9154102290974e-08,3.9154102290974e-08
Date_2017-02-23,3.9152474583353706e-08,3.9152474583353706e-08
Date_2016-12-19,-3.9052188907445996e-08,3.9052188907445996e-08
Date_2016-07-25,-3.900326890698047e-08,3.900326890698047e-08
Date_2023-01-09,-3.897019820202242e-08,3.897019820202242e-08
Date_2016-02-24,3.8956009136033744e-08,3.8956009136033744e-08
Date_2022-01-29,-3.888996841547418e-08,3.888996841547418e-08
Date_2016-09-23,3.887044348948256e-08,3.887044348948256e-08
Date_2020-11-01,3.884720989105009e-08,3.884720989105009e-08
Date_2016-05-08,3.8795913539743225e-08,3.8795913539743225e-08
Date_2017-08-15,3.8785981098926306e-08,3.8785981098926306e-08
Date_2019-07-01,-3.872373335446814e-08,3.872373335446814e-08
Date_2019-10-02,-3.871322450783541e-08,3.871322450783541e-08
Date_2014-07-08,-3.871227627442621e-08,3.871227627442621e-08
Date_2017-05-08,-3.870197934460424e-08,3.870197934460424e-08
Date_2012-02-11,3.867639920785445e-08,3.867639920785445e-08
Date_2012-06-01,-3.8626673360701646e-08,3.8626673360701646e-08
Date_2015-01-17,3.8612435964778407e-08,3.8612435964778407e-08
Date_2016-01-19,3.861105024782809e-08,3.861105024782809e-08
Date_2016-02-13,3.859026593906035e-08,3.859026593906035e-08
Date_2011-10-04,-3.856109383872762e-08,3.856109383872762e-08
Date_2014-09-11,-3.855834538201433e-08,3.855834538201433e-08
Date_2020-10-16,3.8547547805407644e-08,3.8547547805407644e-08
Date_2011-11-16,-3.84197054758374e-08,3.84197054758374e-08
Date_2017-02-13,-3.840658160659011e-08,3.840658160659011e-08
Date_2012-12-11,-3.840337623519212e-08,3.840337623519212e-08
Date_2020-09-16,-3.839471967835892e-08,3.839471967835892e-08
Date_2019-03-14,-3.839322911787793e-08,3.839322911787793e-08
Date_2011-01-24,-3.8366277630551985e-08,3.8366277630551985e-08
Date_2012-09-25,-3.8355997792489483e-08,3.8355997792489483e-08
Date_2012-01-08,3.832817793640111e-08,3.832817793640111e-08
Date_2017-03-11,3.826926413973806e-08,3.826926413973806e-08
Date_2012-04-18,-3.8249737877080164e-08,3.8249737877080164e-08
Date_2020-03-06,3.8243969339909837e-08,3.8243969339909837e-08
Date_2018-02-13,3.821724688933057e-08,3.821724688933057e-08
Date_2016-05-12,-3.8182903988159784e-08,3.8182903988159784e-08
Date_2016-04-21,-3.816615725124831e-08,3.816615725124831e-08
Date_2019-12-17,3.816210130292104e-08,3.816210130292104e-08
Date_2015-01-28,3.811400749770328e-08,3.811400749770328e-08
Date_2022-05-19,-3.809028299970982e-08,3.809028299970982e-08
Date_2022-03-18,-3.807624180261404e-08,3.807624180261404e-08
Date_2017-08-01,3.803108126717719e-08,3.803108126717719e-08
Date_2018-03-03,3.800238966175674e-08,3.800238966175674e-08
Date_2018-07-02,-3.799666396892153e-08,3.799666396892153e-08
Date_2018-04-06,3.7988551410247957e-08,3.7988551410247957e-08
Date_2011-10-03,-3.7975961219106214e-08,3.7975961219106214e-08
Date_2014-08-28,-3.781652850500144e-08,3.781652850500144e-08
Date_2014-07-23,3.776860711682246e-08,3.776860711682246e-08
Date_2011-11-23,-3.772130228184827e-08,3.772130228184827e-08
Date_2022-12-05,-3.772019182033965e-08,3.772019182033965e-08
Date_2011-05-04,-3.7716977027008415e-08,3.7716977027008415e-08
Date_2020-12-19,-3.771543453489011e-08,3.771543453489011e-08
Date_2019-09-26,-3.76937559055975e-08,3.76937559055975e-08
Date_2016-09-25,-3.7683330686773215e-08,3.7683330686773215e-08
Date_2010-08-23,3.767572687030315e-08,3.767572687030315e-08
Date_2010-12-20,-3.759425878978572e-08,3.759425878978572e-08
Date_2013-12-16,3.754673219738093e-08,3.754673219738093e-08
Date_2018-05-13,3.749024263024697e-08,3.749024263024697e-08
Date_2011-11-09,3.7435791440706466e-08,3.7435791440706466e-08
Date_2021-06-16,-3.742033765165028e-08,3.742033765165028e-08
Date_2012-06-28,3.74181628720273e-08,3.74181628720273e-08
Date_2016-05-28,-3.735969925525613e-08,3.735969925525613e-08
Date_2018-12-24,3.722488464741193e-08,3.722488464741193e-08
Date_2014-10-23,-3.722255973856553e-08,3.722255973856553e-08
Date_2015-05-24,-3.7162795672626776e-08,3.7162795672626776e-08
Date_2011-05-26,3.711450928774156e-08,3.711450928774156e-08
Date_2012-10-01,-3.710010148717809e-08,3.710010148717809e-08
Date_2018-05-02,3.70226779513784e-08,3.70226779513784e-08
Date_2017-05-13,3.70027940575711e-08,3.70027940575711e-08
Date_2022-05-20,-3.698378526886353e-08,3.698378526886353e-08
Date_2020-04-14,3.69594410426597e-08,3.69594410426597e-08
Date_2016-07-30,-3.695890462647222e-08,3.695890462647222e-08
Date_2016-03-21,3.69526902345264e-08,3.69526902345264e-08
Date_2014-08-25,3.6950933698027715e-08,3.6950933698027715e-08
Date_2011-03-06,3.6940654300019224e-08,3.6940654300019224e-08
Date_2020-04-22,3.6920772855843285e-08,3.6920772855843285e-08
Date_2018-08-23,3.690870698975015e-08,3.690870698975015e-08
Date_2015-05-23,3.689565015871838e-08,3.689565015871838e-08
Date_2018-06-20,3.6892428610711054e-08,3.6892428610711054e-08
Date_2010-08-12,3.686890040879561e-08,3.686890040879561e-08
Date_2012-05-27,3.682407445285206e-08,3.682407445285206e-08
Date_2019-09-24,-3.678267652719155e-08,3.678267652719155e-08
Date_2015-11-11,-3.677225392180574e-08,3.677225392180574e-08
Date_2016-06-07,3.676856690510285e-08,3.676856690510285e-08
Date_2018-05-30,3.676592995064522e-08,3.676592995064522e-08
Date_2021-10-25,-3.675274235142679e-08,3.675274235142679e-08
Date_2020-02-11,-3.672542067649269e-08,3.672542067649269e-08
Date_2020-02-27,-3.671024792642711e-08,3.671024792642711e-08
Date_2011-01-18,-3.6705629240350736e-08,3.6705629240350736e-08
Date_2020-05-24,-3.669308818886471e-08,3.669308818886471e-08
Date_2012-06-11,-3.6647381257829156e-08,3.6647381257829156e-08
Date_2020-03-31,-3.6470302964195516e-08,3.6470302964195516e-08
Date_2010-11-04,3.646365075678088e-08,3.646365075678088e-08
Date_2021-11-12,-3.6352639248170855e-08,3.6352639248170855e-08
Date_2012-05-25,3.63378080797613e-08,3.63378080797613e-08
Date_2022-04-12,-3.627771243466727e-08,3.627771243466727e-08
Date_2016-02-10,3.6260554089227145e-08,3.6260554089227145e-08
Date_2016-07-03,-3.6248037774993295e-08,3.6248037774993295e-08
Date_2014-12-12,-3.6214264149150724e-08,3.6214264149150724e-08
Date_2011-12-15,-3.6167446851508966e-08,3.6167446851508966e-08
Date_2012-02-25,-3.614528438743513e-08,3.614528438743513e-08
Date_2011-07-04,3.6121133506702324e-08,3.6121133506702324e-08
Date_2018-06-09,3.611328622074307e-08,3.611328622074307e-08
Date_2022-06-18,3.6094295634806874e-08,3.6094295634806874e-08
Date_2020-08-17,3.60499190678498e-08,3.60499190678498e-08
Date_2017-12-21,-3.5951007984715494e-08,3.5951007984715494e-08
Date_2015-08-14,3.591148701518679e-08,3.591148701518679e-08
Date_2017-02-25,3.5900979892421395e-08,3.5900979892421395e-08
Date_2018-12-13,-3.5873659849282886e-08,3.5873659849282886e-08
Date_2012-09-18,3.586337144816819e-08,3.586337144816819e-08
Date_2016-02-17,3.5850357334369834e-08,3.5850357334369834e-08
Date_2013-08-17,3.5829928396858025e-08,3.5829928396858025e-08
Date_2014-06-24,-3.5742724047508016e-08,3.5742724047508016e-08
Date_2018-02-09,-3.57420009469875e-08,3.57420009469875e-08
Date_2011-02-25,-3.573043116652927e-08,3.573043116652927e-08
Date_2012-06-09,3.569747200587544e-08,3.569747200587544e-08
Date_2010-11-25,3.569315893270551e-08,3.569315893270551e-08
Date_2023-01-10,-3.567453002903156e-08,3.567453002903156e-08
Date_2019-04-08,3.5634564444418435e-08,3.5634564444418435e-08
Date_2017-05-09,-3.5553036689889376e-08,3.5553036689889376e-08
Date_2014-03-19,-3.55421046650479e-08,3.55421046650479e-08
Date_2012-08-09,3.5538293398016806e-08,3.5538293398016806e-08
Date_2014-02-10,3.548171219260492e-08,3.548171219260492e-08
Date_2015-02-01,-3.547356992109895e-08,3.547356992109895e-08
Date_2015-10-01,3.5467523142707245e-08,3.5467523142707245e-08
Date_2011-02-18,3.545112769185695e-08,3.545112769185695e-08
Date_2013-05-24,3.544851792935214e-08,3.544851792935214e-08
Date_2012-08-20,3.540751299652603e-08,3.540751299652603e-08
Date_2019-09-13,-3.538269381120642e-08,3.538269381120642e-08
Date_2012-05-13,3.5302489101030855e-08,3.5302489101030855e-08
Date_2012-12-08,3.529002520061462e-08,3.529002520061462e-08
Date_2015-05-15,3.528460737953925e-08,3.528460737953925e-08
Date_2015-09-14,3.518902774210715e-08,3.518902774210715e-08
Date_2022-02-07,-3.5159410747319463e-08,3.5159410747319463e-08
Date_2022-12-04,-3.5118624389812124e-08,3.5118624389812124e-08
Date_2019-04-04,-3.507431280748732e-08,3.507431280748732e-08
Date_2015-01-16,-3.507082895158029e-08,3.507082895158029e-08
Date_2018-06-18,3.506639591074041e-08,3.506639591074041e-08
Date_2016-05-02,3.5047585362556486e-08,3.5047585362556486e-08
Date_2012-01-16,3.503358051354344e-08,3.503358051354344e-08
Date_2017-12-20,3.502333815862207e-08,3.502333815862207e-08
Date_2022-12-29,-3.5007090644137566e-08,3.5007090644137566e-08
Date_2014-09-05,-3.5000401942690695e-08,3.5000401942690695e-08
Date_2020-10-14,-3.497985092901564e-08,3.497985092901564e-08
Date_2021-06-10,3.4911966802454236e-08,3.4911966802454236e-08
Date_2021-10-19,3.490867568835031e-08,3.490867568835031e-08
Date_2020-05-01,-3.4811165337174815e-08,3.4811165337174815e-08
Date_2016-10-09,-3.470794519911772e-08,3.470794519911772e-08
Date_2020-10-23,3.4666040064394324e-08,3.4666040064394324e-08
Date_2021-08-15,3.464816281800737e-08,3.464816281800737e-08
Date_2014-06-17,-3.462196041230702e-08,3.462196041230702e-08
Date_2016-08-17,3.4565338835669366e-08,3.4565338835669366e-08
Date_2020-08-04,-3.456240283628336e-08,3.456240283628336e-08
Date_2020-10-09,-3.453652361770289e-08,3.453652361770289e-08
Date_2016-07-02,3.45086452096549e-08,3.45086452096549e-08
Date_2013-07-30,3.450118709243626e-08,3.450118709243626e-08
Date_2015-10-23,-3.447402470389145e-08,3.447402470389145e-08
Date_2022-06-10,-3.446707510268177e-08,3.446707510268177e-08
Date_2016-03-17,-3.446092768712939e-08,3.446092768712939e-08
Date_2015-09-15,3.4453375065036706e-08,3.4453375065036706e-08
Date_2016-11-04,3.440451368956665e-08,3.440451368956665e-08
Date_2020-11-09,-3.4346680743954034e-08,3.4346680743954034e-08
Date_2011-04-21,-3.433747450637849e-08,3.433747450637849e-08
Date_2018-01-20,-3.432436335834335e-08,3.432436335834335e-08
Date_2019-10-18,-3.429860561968958e-08,3.429860561968958e-08
Date_2020-06-04,3.427246916025604e-08,3.427246916025604e-08
Date_2017-09-20,3.425650038940542e-08,3.425650038940542e-08
Date_2015-12-28,3.425205191305898e-08,3.425205191305898e-08
Date_2015-07-03,3.4248735050233146e-08,3.4248735050233146e-08
Date_2010-07-22,3.4233562941123465e-08,3.4233562941123465e-08
Date_2010-12-01,-3.4215802678833634e-08,3.4215802678833634e-08
Date_2016-01-24,3.420047723214967e-08,3.420047723214967e-08
Date_2016-10-29,-3.419899880681168e-08,3.419899880681168e-08
Date_2011-10-15,-3.411815444903216e-08,3.411815444903216e-08
Date_2019-03-04,-3.4113095553167753e-08,3.4113095553167753e-08
Date_2015-05-08,3.411276294615068e-08,3.411276294615068e-08
Date_2018-08-24,-3.4092788297565174e-08,3.4092788297565174e-08
Date_2015-01-19,-3.4089649163853336e-08,3.4089649163853336e-08
Date_2013-09-15,-3.4074565959347745e-08,3.4074565959347745e-08
Date_2018-09-29,3.3995693349510696e-08,3.3995693349510696e-08
Date_2015-12-30,3.39365461003202e-08,3.39365461003202e-08
Date_2017-12-30,-3.3809022973846414e-08,3.3809022973846414e-08
Date_2019-05-16,-3.378660901561469e-08,3.378660901561469e-08
Date_2010-07-20,-3.369318574207138e-08,3.369318574207138e-08
Date_2022-03-25,-3.365142683046964e-08,3.365142683046964e-08
Date_2013-09-30,3.364599273179887e-08,3.364599273179887e-08
Date_2019-11-05,-3.363091670701005e-08,3.363091670701005e-08
Date_2017-08-18,3.360614117595815e-08,3.360614117595815e-08
Date_2014-07-24,-3.3575065317112174e-08,3.3575065317112174e-08
Date_2017-08-13,3.3459311908448837e-08,3.3459311908448837e-08
Date_2012-07-04,-3.345143594518946e-08,3.345143594518946e-08
Date_2012-08-18,3.342705958940481e-08,3.342705958940481e-08
Date_2012-10-29,-3.3373699440994156e-08,3.3373699440994156e-08
Date_2020-06-07,-3.336137748058396e-08,3.336137748058396e-08
Date_2014-07-02,3.330435946018824e-08,3.330435946018824e-08
Date_2013-08-27,3.321675584063291e-08,3.321675584063291e-08
Date_2018-05-16,3.3189114725576255e-08,3.3189114725576255e-08
Date_2018-08-03,-3.307510953347408e-08,3.307510953347408e-08
Date_2014-06-15,-3.302834394248167e-08,3.302834394248167e-08
Date_2013-01-21,3.300726262669785e-08,3.300726262669785e-08
Date_2015-10-04,-3.29841874997967e-08,3.29841874997967e-08
Date_2018-01-26,-3.297038257568129e-08,3.297038257568129e-08
Date_2019-10-05,3.292879691371024e-08,3.292879691371024e-08
Date_2022-12-14,-3.292833147308871e-08,3.292833147308871e-08
Date_2022-07-27,-3.291341487266518e-08,3.291341487266518e-08
Date_2018-08-04,-3.2896205714812164e-08,3.2896205714812164e-08
Date_2016-06-21,-3.288062275597261e-08,3.288062275597261e-08
Date_2017-03-25,-3.2876515387312245e-08,3.2876515387312245e-08
Date_2012-07-30,3.287490742935469e-08,3.287490742935469e-08
Date_2015-12-07,3.285583249316243e-08,3.285583249316243e-08
Date_2022-11-05,-3.28121013391359e-08,3.28121013391359e-08
Date_2016-03-10,-3.2757310370273676e-08,3.2757310370273676e-08
Date_2019-04-07,3.275357297719773e-08,3.275357297719773e-08
Date_2015-02-24,3.274401400978586e-08,3.274401400978586e-08
Date_2022-08-06,-3.273266967077891e-08,3.273266967077891e-08
Date_2016-10-01,-3.2716854686911004e-08,3.2716854686911004e-08
Date_2017-01-23,3.251339268080225e-08,3.251339268080225e-08
Date_2017-12-01,3.2448416280480436e-08,3.2448416280480436e-08
Date_2021-09-03,-3.2412035077245964e-08,3.2412035077245964e-08
Date_2010-09-19,3.234706506851005e-08,3.234706506851005e-08
Date_2013-01-28,-3.226026944930825e-08,3.226026944930825e-08
Date_2014-05-08,-3.2234281304261987e-08,3.2234281304261987e-08
Date_2021-02-11,3.2167172890897774e-08,3.2167172890897774e-08
Date_2014-03-04,3.216716750406277e-08,3.216716750406277e-08
Date_2018-07-21,-3.2162740991259396e-08,3.2162740991259396e-08
Date_2021-03-16,3.2162610888698627e-08,3.2162610888698627e-08
Date_2012-04-13,-3.213194490717391e-08,3.213194490717391e-08
Date_2014-08-16,3.211508606514982e-08,3.211508606514982e-08
Date_2021-11-19,-3.2081969521644694e-08,3.2081969521644694e-08
Date_2020-11-28,3.20281413029644e-08,3.20281413029644e-08
Date_2015-07-24,-3.200040295855905e-08,3.200040295855905e-08
Date_2020-08-13,-3.198516203304893e-08,3.198516203304893e-08
Date_2014-06-12,3.195743738518749e-08,3.195743738518749e-08
Date_2022-10-27,-3.191756978144351e-08,3.191756978144351e-08
Date_2015-10-25,3.188726157481842e-08,3.188726157481842e-08
Date_2016-05-27,3.184415945123364e-08,3.184415945123364e-08
Date_2020-06-30,-3.182125336057599e-08,3.182125336057599e-08
Date_2017-07-30,3.173970409408477e-08,3.173970409408477e-08
Date_2022-10-19,-3.16647583585379e-08,3.16647583585379e-08
Date_2013-03-27,-3.165923196462825e-08,3.165923196462825e-08
Date_2011-09-07,3.165749979087798e-08,3.165749979087798e-08
Date_2021-07-06,-3.165303570514358e-08,3.165303570514358e-08
Date_2022-05-30,3.1561153151057295e-08,3.1561153151057295e-08
Date_2011-08-18,-3.1560739223255055e-08,3.1560739223255055e-08
Date_2020-07-26,3.1554504006161365e-08,3.1554504006161365e-08
Date_2015-04-03,3.151503276329045e-08,3.151503276329045e-08
Date_2011-03-05,3.144548752899151e-08,3.144548752899151e-08
Date_2019-08-29,3.1437691155549485e-08,3.1437691155549485e-08
Date_2014-04-03,3.136182543462567e-08,3.136182543462567e-08
Date_2021-03-14,3.135746827953888e-08,3.135746827953888e-08
Date_2020-06-06,3.129246556860456e-08,3.129246556860456e-08
Date_2016-03-26,-3.1259836112112755e-08,3.1259836112112755e-08
Date_2017-07-14,-3.120080572031462e-08,3.120080572031462e-08
Date_2017-05-28,3.117630561314465e-08,3.117630561314465e-08
Date_2010-06-29,-3.1153072389617227e-08,3.1153072389617227e-08
Date_2016-03-16,3.1117059704210185e-08,3.1117059704210185e-08
Date_2020-11-10,3.110186300483708e-08,3.110186300483708e-08
Date_2018-10-20,3.1065511680665924e-08,3.1065511680665924e-08
Date_2018-08-29,3.1063561930244447e-08,3.1063561930244447e-08
Date_2018-07-17,3.100282348640311e-08,3.100282348640311e-08
Date_2016-07-19,-3.0982309761265284e-08,3.0982309761265284e-08
Date_2015-09-19,-3.093382279625069e-08,3.093382279625069e-08
Date_2010-09-05,3.0925923318259965e-08,3.0925923318259965e-08
Date_2013-10-25,-3.090730410037937e-08,3.090730410037937e-08
Date_2010-09-23,-3.0901072532561023e-08,3.0901072532561023e-08
Date_2015-12-06,-3.0879987264937257e-08,3.0879987264937257e-08
Date_2019-11-09,3.083770102879397e-08,3.083770102879397e-08
Date_2015-04-26,3.0831573939096324e-08,3.0831573939096324e-08
Date_2016-11-11,3.082363031527199e-08,3.082363031527199e-08
Date_2015-10-13,3.074572919065473e-08,3.074572919065473e-08
Date_2018-08-06,-3.073972435354608e-08,3.073972435354608e-08
Date_2012-10-14,-3.0729933321802137e-08,3.0729933321802137e-08
Date_2021-05-21,3.072883977452306e-08,3.072883977452306e-08
Date_2015-01-08,3.065190838523628e-08,3.065190838523628e-08
Date_2017-01-30,3.0640373370174857e-08,3.0640373370174857e-08
Date_2013-05-20,3.0626560545303644e-08,3.0626560545303644e-08
Date_2010-12-16,3.061484887469884e-08,3.061484887469884e-08
Date_2019-12-30,3.059886815924419e-08,3.059886815924419e-08
Date_2016-08-15,-3.054324737106576e-08,3.054324737106576e-08
Date_2015-03-25,-3.05232366000499e-08,3.05232366000499e-08
Date_2017-07-10,3.0523222697868274e-08,3.0523222697868274e-08
Date_2020-03-07,-3.0492584988729595e-08,3.0492584988729595e-08
Date_2021-11-02,-3.048560426756903e-08,3.048560426756903e-08
Date_2021-12-18,3.046848314383542e-08,3.046848314383542e-08
Date_2021-08-09,3.046392510648606e-08,3.046392510648606e-08
Date_2020-01-13,-3.032768487628829e-08,3.032768487628829e-08
Date_2015-08-05,3.0317664235563846e-08,3.0317664235563846e-08
Date_2022-12-27,-3.028711815145619e-08,3.028711815145619e-08
Date_2018-03-28,-3.025930302415509e-08,3.025930302415509e-08
Date_2018-01-16,-3.0153733363646594e-08,3.0153733363646594e-08
Date_2016-12-11,3.0135754730028104e-08,3.0135754730028104e-08
Date_2018-08-19,-3.012374374538175e-08,3.012374374538175e-08
Date_2021-10-26,3.0073061444880594e-08,3.0073061444880594e-08
Date_2017-06-30,3.002406764866945e-08,3.002406764866945e-08
Date_2016-02-18,-2.9937981029090146e-08,2.9937981029090146e-08
Date_2015-08-06,2.987888415707472e-08,2.987888415707472e-08
Date_2018-11-30,-2.984856879391373e-08,2.984856879391373e-08
Date_2017-05-29,-2.9847564211836644e-08,2.9847564211836644e-08
Date_2011-06-24,2.9788508807977272e-08,2.9788508807977272e-08
Date_2016-02-02,-2.9753903218046644e-08,2.9753903218046644e-08
Date_2014-12-21,-2.9711931534011067e-08,2.9711931534011067e-08
Date_2015-08-24,-2.967454413689677e-08,2.967454413689677e-08
Date_2021-07-31,2.9649109226061263e-08,2.9649109226061263e-08
Date_2022-01-05,2.964803138079482e-08,2.964803138079482e-08
Date_2020-01-04,2.9591879475300126e-08,2.9591879475300126e-08
Date_2017-08-10,2.9534804667642814e-08,2.9534804667642814e-08
Date_2015-04-02,-2.9520324174451603e-08,2.9520324174451603e-08
Date_2015-02-19,2.9513823877446974e-08,2.9513823877446974e-08
Date_2011-02-16,2.9502423172128726e-08,2.9502423172128726e-08
Date_2010-09-04,2.941992562743566e-08,2.941992562743566e-08
Date_2011-12-01,2.940749691897106e-08,2.940749691897106e-08
Date_2018-01-08,2.935538714581453e-08,2.935538714581453e-08
Date_2018-06-27,2.9353861234837133e-08,2.9353861234837133e-08
Date_2014-06-05,2.9311773889052824e-08,2.9311773889052824e-08
Date_2014-11-25,-2.9311656602480855e-08,2.9311656602480855e-08
Date_2014-06-16,-2.927045361522617e-08,2.927045361522617e-08
Date_2017-10-07,2.9185653473820807e-08,2.9185653473820807e-08
Date_2020-11-22,-2.9178138759260183e-08,2.9178138759260183e-08
Date_2015-11-22,-2.91472445074514e-08,2.91472445074514e-08
Date_2017-03-18,-2.9143240868112406e-08,2.9143240868112406e-08
Date_2012-02-02,2.90726124857765e-08,2.90726124857765e-08
Date_2019-02-17,2.906967006032087e-08,2.906967006032087e-08
Date_2012-01-07,-2.904501796608921e-08,2.904501796608921e-08
Date_2010-06-24,-2.9020772870235035e-08,2.9020772870235035e-08
Date_2022-11-20,-2.8975068810358576e-08,2.8975068810358576e-08
Date_2011-09-13,-2.8963944746023278e-08,2.8963944746023278e-08
Date_2014-11-14,2.8961339378542805e-08,2.8961339378542805e-08
Date_2014-07-09,2.89495406496678e-08,2.89495406496678e-08
Date_2019-10-06,-2.893755217080988e-08,2.893755217080988e-08
Date_2019-10-19,-2.8886473190391927e-08,2.8886473190391927e-08
Date_2022-03-12,-2.8875821161324346e-08,2.8875821161324346e-08
Date_2016-03-31,2.8799260795512584e-08,2.8799260795512584e-08
Date_2013-05-31,-2.8714835685304225e-08,2.8714835685304225e-08
Date_2010-11-21,2.8711057940086296e-08,2.8711057940086296e-08
Date_2012-08-10,2.867433254889303e-08,2.867433254889303e-08
Date_2018-05-17,-2.8663101462901933e-08,2.8663101462901933e-08
Date_2021-01-26,2.8662378813099226e-08,2.8662378813099226e-08
Date_2012-03-01,2.8658703161554677e-08,2.8658703161554677e-08
Date_2010-09-30,-2.8656122316796722e-08,2.8656122316796722e-08
Date_2017-05-04,2.865175629703812e-08,2.865175629703812e-08
Date_2016-07-21,-2.862973757082035e-08,2.862973757082035e-08
Date_2021-07-27,2.8626486667834393e-08,2.8626486667834393e-08
Date_2020-06-23,2.860762690896875e-08,2.860762690896875e-08
Date_2013-08-05,-2.8546103847158354e-08,2.8546103847158354e-08
Date_2011-08-23,-2.8538067064486328e-08,2.8538067064486328e-08
Date_2019-10-14,-2.8526964437172686e-08,2.8526964437172686e-08
Date_2013-03-11,-2.842082687190246e-08,2.842082687190246e-08
Date_2012-04-25,2.8360390422543457e-08,2.8360390422543457e-08
Date_2011-12-06,-2.8341808437256286e-08,2.8341808437256286e-08
Date_2011-11-04,-2.830267378665582e-08,2.830267378665582e-08
Date_2020-07-20,-2.828766090569515e-08,2.828766090569515e-08
Date_2014-09-07,-2.8281679558376306e-08,2.8281679558376306e-08
Date_2020-07-09,-2.8232630390576007e-08,2.8232630390576007e-08
Date_2015-06-20,-2.8172741070716012e-08,2.8172741070716012e-08
Date_2018-07-08,2.8108294922865634e-08,2.8108294922865634e-08
Date_2017-10-25,-2.8078928759880274e-08,2.8078928759880274e-08
Date_2017-06-14,2.806411700383383e-08,2.806411700383383e-08
Date_2022-12-17,2.8032113081327487e-08,2.8032113081327487e-08
Date_2017-06-04,-2.8025919414492475e-08,2.8025919414492475e-08
Date_2016-01-17,-2.8007021407808933e-08,2.8007021407808933e-08
Date_2017-10-16,-2.7854373827421377e-08,2.7854373827421377e-08
